url,Subject of Dispute:,Economic Sector:,Instrument(s) Invoked:,Applicable Rules:,(a) Original Proceeding::Claimant(s)/Nationality(ies):,(a) Original Proceeding::Applicant(s)/Requesting Party(ies):,(a) Original Proceeding::Respondent(s):,(a) Original Proceeding::Date Registered:,(a) Original Proceeding::Date of Constitution of Tribunal:,(a) Original Proceeding:Composition of Tribunal:President:,(a) Original Proceeding:Composition of Tribunal:Arbitrators:,(a) Original Proceeding:Initial Composition of Tribunal:President:,(a) Original Proceeding:Initial Composition of Tribunal:Arbitrators:,(a) Original Proceeding:Initial Composition of Tribunal:Reconstituted:,(a) Original Proceeding:Party Representatives:Claimant(s):,(a) Original Proceeding:Party Representatives:Respondent(s):,(a) Original Proceeding:Party Representatives:Language(s) of Proceeding:,(a) Original Proceeding:Party Representatives:Status of Proceeding:,(a) Original Proceeding:Party Representatives:Outcome of Proceeding:,(a) Original Proceeding:Party Representatives:Latest Development:(b) Revision Proceeding::(b) Revision Proceeding	Claimant(s)/Nationality(ies):,(b) Revision Proceeding::Date Registered:,(b) Revision Proceeding::Date of Constitution of Tribunal:,(b) Revision Proceeding:Composition of Tribunal:President:,(b) Revision Proceeding:Composition of Tribunal:Arbitrators:,(b) Revision Proceeding:Party Representatives:,(b) Revision Proceeding:Party Representatives:Claimant(s):,(b) Revision Proceeding:Party Representatives:Respondent(s):,(b) Revision Proceeding:Party Representatives:Language(s) of Proceeding:,(b) Revision Proceeding:Party Representatives:Status of Proceeding:,(b) Revision Proceeding:Party Representatives :Outcome of Proceeding:,(c) Annulment Proceeding::Applicant(s)/Requesting Party(ies):,(c) Annulment Proceeding::Date Registered:,(c) Annulment Proceeding::Date of Constitution of ad hoc Committee:,(c) Annulment Proceeding:Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council):President:,(c) Annulment Proceeding:Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council):Arbitrators:,(c) Annulment Proceeding:Party Representatives:Claimant(s):,(c) Annulment Proceeding:Party Representatives:Respondent(s):,(c) Annulment Proceeding:Party Representatives:Language(s) of Proceeding:,(c) Annulment Proceeding:Party Representatives:Status of Proceeding:,(c) Annulment Proceeding:Party Representatives:Outcome of Proceeding:,(d) Supplementary Decision Proceeding::Claimant(s)/Nationality(ies):,(d) Supplementary Decision Proceeding::Date Registered:,(d) Supplementary Decision Proceeding:Party Representatives:Claimant(s):,(d) Supplementary Decision Proceeding:Party Representatives:Respondent(s):,(d) Supplementary Decision Proceeding:Party Representatives:Language(s) of Proceeding:,(d) Supplementary Decision Proceeding:Party Representatives:Status of Proceeding:,(d) Supplementary Decision Proceeding:Party Representatives :Outcome of Proceeding:,(e) Resubmission Proceeding::Claimant(s)/Nationality(ies):,(e) Resubmission Proceeding::Date Registered:,(e) Resubmission Proceeding::Date of Constitution of Tribunal:,(e) Resubmission Proceeding:Composition of Tribunal:President:,(e) Resubmission Proceeding:Composition of Tribunal:Arbitrators:,(e) Resubmission Proceeding:Initial Composition of Tribunal:President:,(e) Resubmission Proceeding:Initial Composition of Tribunal:Arbitrators:,(e) Resubmission Proceeding:Initial Composition of Tribunal:Reconstituted:,(e) Resubmission Proceeding:Party Representatives:Claimant(s):,(e) Resubmission Proceeding:Party Representatives:Respondent(s):,(e) Resubmission Proceeding:Party Representatives:Language(s) of Proceeding:,(e) Resubmission Proceeding:Party Representatives:Status of Proceeding:,(e) Resubmission Proceeding:Party Representatives:Outcome of Proceeding:,(f) Interpretation Proceeding::Claimant(s)/Nationality(ies):,(f) Interpretation Proceeding::Date Registered:,(f) Interpretation Proceeding:Party Representatives:Claimant(s):,(f) Interpretation Proceeding:Party Representatives:Respondent(s):,(f) Interpretation Proceeding:Party Representatives:Status of Proceeding:,(f) Interpretation Proceeding:Party Representatives:Outcome of Proceeding:,(g) Rectification Proceeding::Claimant(s)/Nationality(ies):,(g) Rectification Proceeding::Date Registered:,(g) Rectification Proceeding:Party Representatives:Claimant(s):,(g) Rectification Proceeding:Party Representatives:Respondent(s):,(g) Rectification Proceeding:Party Representatives:Status of Proceeding:,(g) Rectification Proceeding:Party Representatives:Outcome of Proceeding:,(h) Second Annulment Proceeding::Claimant(s)/Nationality(ies):,(h) Second Annulment Proceeding::Date Registered:,(h) Second Annulment Proceeding::Date of Constitution of Tribunal:,(h) Second Annulment Proceeding:Composition of Tribunal:President:,(h) Second Annulment Proceeding:Composition of Tribunal:Arbitrators:,(h) Second Annulment Proceeding:Party Representatives:Claimant(s):,(h) Second Annulment Proceeding:Party Representatives:Respondent(s):,(h) Second Annulment Proceeding:Party Representatives:Language(s) of Proceeding:,(h) Second Annulment Proceeding:Party Representatives:Status of Proceeding:,(h) Second Annulment Proceeding:Party Representatives:Outcome of Proceeding:,(a) Original Proceeding:Party Representatives:Latest Development:
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/18," Mining enterprise, Telecommunications enterprise "," Oil, Gas & Mining", BIT Turkey - United Kingdom of Great Britain and Northern Ireland 1991, ICSID Convention - Arbitration Rules, Ipek Investment Limited (British),, Republic of Turkey (Turkish)," May 29, 2018"," September 19, 2018",  (New Zealand)  - Appointed by Co-Arbitrators,  (Canadian)  - Appointed by the Claimant(s),,,," Latham & Watkins, London, U.K."," Savings Deposit Insurance Fund, Istanbul, Turkey","Head of Legal Services, Prime Ministry, Ankara, Turkey","King & Spalding International, London, U.K.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexist, Istanbul, Turkey"
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/16, Container handling operations, Construction, Contract, ICSID Convention - Arbitration Rules, Togo Terminal (Togolese),, Republic of Togo (Togolese)," May 14, 2018"," December 11, 2018",  (Egyptian)  - Appointed by the Chairman of the Administrative Council, Hervé ASCENSIO  (French)  - Appointed by the Claimant(s),  (Egyptian)  - Appointed by the Chairman of the Administrative Council, Yves DAUDET  (French)  - Appointed by the Claimant(s),Xavier BOUCOBZA  (French)  - Appointed by the Respondent(s)," Gaillard Banifatemi Shelbaya Disputes, Paris, France"," Hughes Hubbard & Reed, Paris, France", French, Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," October 26, 2020 - October 30, 2020 - "
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/17, Contract for the construction of a highway system, Transportation, Contract, ICSID Convention - Arbitration Rules, Autopista del Norte S.A.C. (Peruvian),, Republic of Peru (Peruvian)," May 18, 2018"," October 30, 2018",  (Swiss)  - Appointed by the Parties,  (Italian)  - Appointed by the Claimant(s),,,," Dechert, Paris, France","Miranda & Amado Abogados, Lima, Peru"," Sidley Austin, Washington, D.C., U.S.A.","Estudio Navarro & Pazos Abogados, Lima, Peru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministerio de Economía y Finanzas, Lima, Peru"
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/20, Renewable energy generation enterprise , Electric Power & Other Energy, ECT (Energy Charter Treaty), ICSID Convention - Arbitration Rules, Veolia Propreté SAS (French),, Italian Republic (Italian)," June 20, 2018"," January 15, 2019",  (Colombian)  - Appointed by the Parties,  (British)  - Appointed by the Claimant(s),,,," Mayer Brown, Paris, France"," Avvocatura Generale dello Stato, Rome, Italy",,"Ministero degli Affari Esteri e della Cooperazione Internazionale Servizio per gli affari giuridici del contenzioso diplomatico e dei trattati, Rome, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/22, Mining enterprise," Oil, Gas & Mining"," BIT Australia - Egypt,  Arab Republic of 2001", ICSID Convention - Arbitration Rules," Tantalum International Ltd. (Australian), Emerge Gaming Ltd. (Australian)",, Arab Republic of Egypt (Egyptian)," June 28, 2018"," November 8, 2018","  (French, Lebanese)  - Appointed by Co-Arbitrators","  (British, New Zealand)  - Appointed by the Claimant(s)",,,," Clifford Chance London, U.K., Perth, Australia, Paris, France and Hong Kong","Shahid Law Firm, Cairo, Egypt"," Egyptian State Lawsuits Authority (ESLA), Giza, Egypt","Gaillard Banifatemi Shelbaya Disputes, Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, English
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/19, Renewable energy generation enterprise , Electric Power & Other Energy, ECT (Energy Charter Treaty), ICSID Convention - Arbitration Rules," LSG Building Solutions GmbH (Austrian), Pressburg UK GmbH (German), Green Source Consulting GmbH (Austrian), Solluce Romania 1 B.V. (Dutch), Risen Energy Solar Project GmbH (German), Core Value Investments GmbH & Co KG Gamma (German), Core Value Capital GmbH (Austrian), SC LJG Green Source Energy Beta SRL (Romanian), Anina Pro Invest Ltd (Cypriot), Giust Ltd (Cypriot)",, Romania (Romanian)," June 12, 2018"," January 24, 2019",  (Spanish)  - Appointed by Co-Arbitrators,  (U.S.)  - Appointed by the Claimant(s),,,," King & Spalding, New York, NY, Houston, TX, U.S.A and Paris, France"," Minister of Public Finance of Romania, Ministry of Public Finance, Bucharest, Romania","Curtis, Mallet-Prevost, Colt & Mosle, Paris, France and London, U.K.","Maravela & Asocia¿ii, Bucharest, Romania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, English
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/21, Mining concessions," Oil, Gas & Mining", BIT Rwanda - United States of America 2008, ICSID Convention - Arbitration Rules," Bay View Group LLC (U.S.), The Spalena Company LLC (U.S.)",, Republic of Rwanda (Rwandese)," June 22, 2018"," October 3, 2018",  (British)  - Appointed by the Parties, J. Truman BIDWELL JR.  (U.S.)  - Appointed by the Claimant(s),,,," Duane Morris, Boston, MA, U.S.A."," Joseph Hage Aaronson, London, U.K.",Ministry of Justice of Rwanda, English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/24, Hydrocarbon concession," Oil, Gas & Mining", Contract, ICSID Convention - Arbitration Rules, African Petroleum Senegal Limited (British),, Republic of Senegal (Senegalese)," July 11, 2018"," January 23, 2019","  (Brazilian, Swiss)  - Appointed by the Parties","  (French, Iranian)  - Appointed by the Claimant(s)",,,," Eversheds Sutherland, Paris, France"," Agent Judiciaire de l’Etat du Sénégal, Dakar, Senegal",,"Linklaters, Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/23, Mining concession," Oil, Gas & Mining", FTA Canada - Colombia, ICSID Convention - Arbitration Rules, Gran Colombia Gold Corp. (Canadian),, Republic of Colombia (Colombian)," July 2, 2018"," October 31, 2018",  (U.S.)  - Appointed by the Parties,  (Belgian)  - Appointed by the Claimant(s),  (Italian)  - Appointed by the Parties,  (Belgian)  - Appointed by the Claimant(s),  (French)  - Appointed by the Respondent(s)," Dentons US, New York, N.Y., U.S.A."," Agencia Nacional de Defensa Jurídica del Estado, Bogota, Colombia","Latham & Watkins, Paris, France"," English,Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/25, Renewable energy generation enterprise, Electric Power & Other Energy, ECT (Energy Charter Treaty), ICSID Convention - Arbitration Rules, Itochu Corporation (Japanese),, Kingdom of Spain (Spanish)," July 13, 2018"," December 6, 2018", Herbert KRONKE  (German)  - Appointed by the Secretary-General,"  (German, Irish)  - Appointed by the Claimant(s)",,,," Cuatrecasas, Gonçalves Pereira, Madrid, Spain","Nagashima Ohno & Tsunematsu, Tokyo, Japan"," Abogacía General del Estado, The Ministry of Justice of the Government of Spain, Madrid, Spain"," English,Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=UNCT/18/2, Debt instruments, Finance, FTA Peru – United States of America 2006, UNCITRAL," Gramercy Funds Management LLC (U.S.), Gramercy Peru Holdings LLC (U.S.)",, Republic of Peru (Peruvian)," June 2, 2016"," February 13, 2018",  (Spanish)  - Appointed by the Secretary-General,  (Canadian)  - Appointed by the Claimant(s),,,," Debevoise & Plimpton, New York, NY, U.S.A."," Ministerio de Economía y Finanzas, Lima, Peru","White & Case, Washington, D.C., U.S.A."," English,Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/26, Natural gas pipeline project," Oil, Gas & Mining", BIT Spain - Peru 1994, ICSID Convention - Arbitration Rules," ENAGÁS S.A. (España) (Spanish), ENAGÁS Internacional S.L.U. (España) (Spanish)",, Republic of Peru (Peruvian)," July 24, 2018"," July 18, 2019","  (Argentine, Spanish)  - Appointed by the Parties",  (Chilean)  - Appointed by the Claimant(s),,,," Linklaters, Madrid, Spain and Washington, D.C., U.S.A.","CMS-GRAU, Lima, Peru"," Arnold & Porter Kaye Scholer, Washington, D.C. and London U.K.","Ministerio de Economía y Finanzas, Lima, Peru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," English,Spanish"
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/27," Design, construction, operation and maintenance of new airport", Transportation, BIT Peru - Argentina 1994 - Contract, ICSID Convention - Arbitration Rules," Sociedad Aeroportuaria Kuntur Wasi S.A. (Peruvian), Corporación América S.A. (Argentine)",, Republic of Peru (Peruvian)," July 27, 2018"," December 28, 2018",  (U.S.)  - Appointed by the Parties,  (Chilean)  - Appointed by the Claimant(s),  (U.S.)  - Appointed by the Parties,"  (Belgian, British)  - Appointed by the Claimant(s)",Jose Emilio NUNES PINTO  (Brazilian)  - Appointed by the Respondent(s)," King & Spalding, New York, NY, U.S.A.","Bullard Falla Ezcurra +, Lima, Peru"," Comisión Especial que Representa a la República del Perú en Controversias Internacionales de Inversión, Lima, Peru","Sidley Austin, Washington, D.C., U.S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanimir A. Alexandrov, Washington, D.C., U.S.A."
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/18/4, Telecommunications enterprise, Information & Communication, BIT Russian Federation - Turkmenistan 2009, ICSID Additional Facility - Arbitration Rules, Public Joint Stock Company Mobile TeleSystems (Russian),,  Turkmenistan (Turkmen)," August 10, 2018"," December 18, 2018",  (German)  - Appointed by Co-Arbitrators,  (Swiss)  - Appointed by the Claimant(s),,,," Baker Botts, London, U.K."," Squire Patton Boggs (US), New York, NY, U.S.A.", English, Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," July 23, 2020 - "
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/28, Railway construction project; highway construction project, Transportation, BIT United States of America - Armenia 1992 - Contract, ICSID Convention - Arbitration Rules," Rasia FZE (United Arab Emirates), Joseph K. Borkowski (U.S.)",, Republic of Armenia (Armenian)," August 3, 2018"," January 23, 2019",  (U.S.)  - Appointed by Co-Arbitrators,  (British)  - Appointed by the Claimant(s),,,," Quinn Emanuel Urquhart & Sullivan, New York, NY, U.S.A. and London, U.K."," Baker McKenzie, New York, NY, U.S.A.",,"HAP LLC, Yerevan, Armenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/18/5, Pension funds administration, Finance, BIT Bolivia - Spain 2001, ICSID Additional Facility - Arbitration Rules, Banco Bilbao Vizcaya Argentaria S.A. (Spanish),, Plurinational State of Bolivia (Bolivian)," August 20, 2018"," April 2, 2019",  (Bulgarian)  - Appointed by the Chairman of the Administrative Council," Valeria GALÍNDEZ   (Argentine, Brazilian)  - Appointed by the Claimant(s)",,,," Freshfields Bruckhaus Deringer, Madrid, Spain"," Procuraduría General del Estado, La Paz, Bolivia","Guglielmino Derecho Internacional, Buenos Aires, Argentina", Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ADM/18/1%20and%20SCC%20Case%20No.%20V2018/039, Electric power generation and distribution, Electric Power & Other Energy, Contract, ICSID Convention - Arbitration Rules," Gardabani Holdings B.V. (Dutch), Inter RAO UES PJSC (Russian), Telasi JSC (Georgian)",," Government of Georgia (Georgian), Ministry of Economy and Sustainable Development of Georgia (Georgian), State Service Bureau Ltd (Georgian)",,,  (Canadian) ,  (Bulgarian) ,,,," Freshfields Bruckhaus Deringer, Paris, France and Moscow, Russian Federation","Dentons Georgia, Tbilisi, Georgia"," Ministry of Justice, Tbilisi, Georgia","White & Case, Paris, France and New York, NY, U.S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, English
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/29, Oil storage and trade enterprise," Oil, Gas & Mining", FTA  United States – Morocco, ICSID Convention - Arbitration Rules," The Carlyle Group L.P. (U.S.), Carlyle Investment Management L.L.C. (U.S.), Carlyle Commodity Management L.L.C. (U.S.), TC Group LLC (U.S.), TC Group Investment Holdings LP (U.S.), Celadon Commodities Fund LP (U.S.), Celadon Partners LLC (U.S.)",, Kingdom of Morocco (Moroccan)," August 22, 2018"," February 21, 2019",  (Spanish)  - Appointed by the Parties,  (Argentine)  - Appointed by the Claimant(s),,,," Weil, Gotshal & Manges, New York, NY, U.S.A."," Christopher Harris, 3 Verulam Buildings, London, U.K.", English, Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," January 13, 2021 - January 15, 2021 - "
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=UNCT/18/1, Electrical power distributor, Electric Power & Other Energy, Agreement for the Reciprocal Promotion and Protection of Investments between The Republic of Colombia and The Kingdom of Spain (2005), UNCITRAL," Naturgy Energy Group, S.A.  (Spanish),  Naturgy Electricidad Colombia, S.L. (formerly Gas Natural SDG, S.A.) (Spanish), Gas Natural Fenosa Electricidad Colombia, S.L.)  (Spanish)",, Republic of Colombia (Colombian)," March 21, 2017"," December 19, 2017",  (Canadian)  - Appointed by Other,"  (French, U.S.)  - Appointed by the Claimant(s)",,,," Three Crowns, London, U.K."," Agencia Nacional de Defensa Jurídica Internacional, Bogota, Colombia","Stanimir A. Alexandrov, Washington, D.C., U.S.A.","Sidley Austin, Washington, D.C., U.S.A."," English,Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/30, Commercial real estate development, Other Industry, BIT Cyprus - Romania 1991, ICSID Convention - Arbitration Rules," Alverley Investments Limited (Cypriot), Germen Properties Ltd (Cypriot)",, Romania (Romanian)," August 23, 2018"," March 25, 2019",  (British)  - Appointed by Co-Arbitrators,  (Belgian)  - Appointed by the Claimant(s),,,," Roderick Cordara, Essex Court Chambers, London, U.K.","Emilie Gonin, Doughty Street Chambers, London, U.K.","Quinn Emanuel Urquhart & Sullivan, New York, NY, U.S.A.","Dragne & Asociatii, Bucharest, Romania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," Hunton Andrews Kurth, Washington, D.C., U.S.A."
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/31, Real estate project," Agriculture, Fishing & Forestry"," BIT Egypt,  Arab Republic of - Kuwait 2001", ICSID Convention - Arbitration Rules," International Holding Project Group (Kuwaiti), MENA Investment (Kuwaiti), International Real Estate Projects Group (Kuwaiti), International Storage Group (Kuwaiti), Mr. Abd-El-Aziz Saleh Esmail Abdallah Al-Rashed (Kuwaiti), MENA Holding (Kuwaiti), Awrad International Holding (Kuwaiti), MENA Resorts & Hotels (Kuwaiti), MENA International Real Estate (Kuwaiti), Morgan Al-Khaleej Holding (Kuwaiti), International Intercontinental Transport Group (Kuwaiti), Knowledge House for Educational Services (Kuwaiti), Steelco International For Steel Work & Contracting (formerly Aswaqna Holding) (Kuwaiti)",, Arab Republic of Egypt (Egyptian)," September 19, 2018"," August 6, 2019",  (Swiss)  - Appointed by the Parties,  (U.S.)  - Appointed by the Claimant(s),,,," King & Spalding, Washington, D.C.,  New York, NY, Houston,TX, U.S.A. and Paris, France"," Dechert, Paris, France","Egyptian State Lawsuits Authority, Giza, Egypt", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/32, Real estate project, Construction," Agreement between the Government of the Republic of Estonia and the Government of the Republic of Kazakhstan on the Promotion and Reciprocal Protection of Investments - August 26,  2014", ICSID Convention - Arbitration Rules, AS Windoor (Estonian),, Republic of Kazakhstan (Kazakhstani)," September 28, 2018"," May 3, 2019","  (Austrian, German)  - Appointed by the Parties",  (German)  - Appointed by the Claimant(s),,,," Jones Day, Washington, D.C., U.S.A. and London, U.K.","Sorainen, Tallin, Estonia",," Curtis Mallet-Prevost, Colt & Mosle, Paris, France and Mexico City, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/33, Shares and bonds, Finance, BIT Spain - Mexico 2006, ICSID Convention - Arbitration Rules," GBM Global, S.A. de C. V. Fondo de Inversión de Renta Variable (Mexican), Abraham Abadi Tawil (Mexican), Alejandra Pérez Mina (Mexican), Alejandro Finkler Kudler (Mexican), Alejandra Rojas Velasco (Mexican)",, Kingdom of Spain (Spanish)," October 4, 2018",,,,,,," Kirkland & Ellis, New York, NY, U.S.A."," Abogacía General del Estado, The Ministry of Justice of the Government of Spain, Madrid, Spain",, Concluded," June 27, 2019 - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/34, Construction activities, Construction," Agreement between the Government of the Republic of Turkey and Turkmenistan Concerning the Reciprocal Promotion and Protection of Investments – March 13,  1997", ICSID Convention - Arbitration Rules, SECE Insaat ve Ticaret A.S. (Turkish),, Turkmenistan (Turkmen)," October 12, 2018"," October 15, 2019",  (British)  - Appointed by the Parties,  (U.S.)  - Appointed by the Claimant(s),,,," Çetinkaya -  Attorneys at Law, Istanbul, Turkey","Michelman & Robinson, New York, NY, U.S.A."," Squire Patton Boggs (US), New York, NY, U.S.A.", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/35, Construction project, Construction, BIT Germany - Turkmenistan 1997, ICSID Convention - Arbitration Rules, Dirk Herzig as Insolvency Administrator over the Assets of Unionmatex Industrieanlagen GmbH  (German),, Turkmenistan (Turkmen)," October 12, 2018"," February 19, 2019",  (U.S.)  - Appointed by Co-Arbitrators, Nathalie VOSER  (Swiss)  - Appointed by the Claimant(s),,,," Gleiss Lutz, Stuttgart, Germany","Schultze & Braun GmbH, Achern, Germany",," Squire Patton Boggs (US), New York, NY, U.S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/36, Water services and electric power concession, Electric Power & Other Energy, Contract, ICSID Convention - Arbitration Rules," Société d’Energie et d’Eau du Gabon (Gabonese), Veolia Africa (French)",," Gabonese Republic (Gabonese), Société de Patrimoine du service public de l’eau potable, de l’énergie électrique et de l’assainissement (Gabonese)"," October 16, 2018"," January 18, 2019",  (Belgian)  - Appointed by the Parties,  (German)  - Appointed by the Claimant(s),,,," Mayer Brown, Paris, France"," Olivier Cren et FLG & Associés, Paris, France", French, Concluded," March 29, 2019 - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/38, Cable television franchise, Other Industry, BIT Qatar - Jordan 2009, ICSID Convention - Arbitration Rules," Mr. Talal Al Awamleh (Jordanian), Arab Telemedia Services LLC (Jordanian), Ain Telemedia Studios LLC (Jordanian)",, State of Qatar (Qatari)," October 17, 2018"," May 2, 2019",  (German)  - Appointed by the Chairman of the Administrative Council,  (Turkish)  - Appointed by the Claimant(s),,,," Three Stone, London, U.K.","Fietta, London, U.K."," Ministry of Justice, State of Qatar, Department of the State Cases, Doha, Qatar","Foley Hoag, Washington D.C., U.S.A.", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/37, Bank deposits, Finance, BIT Latvia - Lithuania 1996, ICSID Convention - Arbitration Rules, Olegs Rošcins (Latvian),, Republic of Lithuania (Lithuanian)," October 16, 2018"," February 15, 2019",  (Singaporean)  - Appointed by the Parties, Isabelle COUTANT PEYRE  (French)  - Appointed by the Claimant(s),,,," Stanislovas Tomas, Monaco, Principality of Monaco"," Ministry of Justice, Vilnius, Republic of Lithuania",,"Volterra Fietta, London, U.K.","Ellex Valiunas, Vilnius, Republic of Lithuania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/39, Renewable energy generation enterprise, Electric Power & Other Energy, BIT Malaysia - Sri Lanka 1982, ICSID Convention - Arbitration Rules," KLS Energy Lanka Sdn. Bhd. (Malaysian), KLS Energy Lanka (Private) Ltd  (Malaysian)",, Democratic Socialist Republic of Sri Lanka (Sri Lanka)," October 24, 2018"," April 15, 2019","  (French, New Zealand)  - Appointed by the Parties",  (British)  - Appointed by the Claimant(s),,,, KLS Energy Lanka Sdn. Bhd. ,"Shearman & Sterling, London, U.K.",,"Christopher Harris, London, U.K.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mark Wassouf, London, U.K."
