url,Subject of Dispute:,Economic Sector:,Instrument(s) Invoked:,Applicable Rules:,(a) Original Proceeding::Claimant(s)/Nationality(ies):,(a) Original Proceeding::Applicant(s)/Requesting Party(ies):,(a) Original Proceeding::Respondent(s):,(a) Original Proceeding::Date Registered:,(a) Original Proceeding::Date of Constitution of Tribunal:,(a) Original Proceeding:Composition of Tribunal:President:,(a) Original Proceeding:Composition of Tribunal:Arbitrators:,(a) Original Proceeding:Initial Composition of Tribunal:President:,(a) Original Proceeding:Initial Composition of Tribunal:Arbitrators:,(a) Original Proceeding:Initial Composition of Tribunal:Reconstituted:,(a) Original Proceeding:Party Representatives:Claimant(s):,(a) Original Proceeding:Party Representatives:Respondent(s):,(a) Original Proceeding:Party Representatives:Language(s) of Proceeding:,(a) Original Proceeding:Party Representatives:Status of Proceeding:,(a) Original Proceeding:Party Representatives:Outcome of Proceeding:,(a) Original Proceeding:Party Representatives:Latest Development:(b) Revision Proceeding::(b) Revision Proceeding	Claimant(s)/Nationality(ies):,(b) Revision Proceeding::Date Registered:,(b) Revision Proceeding::Date of Constitution of Tribunal:,(b) Revision Proceeding:Composition of Tribunal:President:,(b) Revision Proceeding:Composition of Tribunal:Arbitrators:,(b) Revision Proceeding:Party Representatives:,(b) Revision Proceeding:Party Representatives:Claimant(s):,(b) Revision Proceeding:Party Representatives:Respondent(s):,(b) Revision Proceeding:Party Representatives:Language(s) of Proceeding:,(b) Revision Proceeding:Party Representatives:Status of Proceeding:,(b) Revision Proceeding:Party Representatives :Outcome of Proceeding:,(c) Annulment Proceeding::Applicant(s)/Requesting Party(ies):,(c) Annulment Proceeding::Date Registered:,(c) Annulment Proceeding::Date of Constitution of ad hoc Committee:,(c) Annulment Proceeding:Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council):President:,(c) Annulment Proceeding:Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council):Arbitrators:,(c) Annulment Proceeding:Party Representatives:Claimant(s):,(c) Annulment Proceeding:Party Representatives:Respondent(s):,(c) Annulment Proceeding:Party Representatives:Language(s) of Proceeding:,(c) Annulment Proceeding:Party Representatives:Status of Proceeding:,(c) Annulment Proceeding:Party Representatives:Outcome of Proceeding:,(d) Supplementary Decision Proceeding::Claimant(s)/Nationality(ies):,(d) Supplementary Decision Proceeding::Date Registered:,(d) Supplementary Decision Proceeding:Party Representatives:Claimant(s):,(d) Supplementary Decision Proceeding:Party Representatives:Respondent(s):,(d) Supplementary Decision Proceeding:Party Representatives:Language(s) of Proceeding:,(d) Supplementary Decision Proceeding:Party Representatives:Status of Proceeding:,(d) Supplementary Decision Proceeding:Party Representatives :Outcome of Proceeding:,(e) Resubmission Proceeding::Claimant(s)/Nationality(ies):,(e) Resubmission Proceeding::Date Registered:,(e) Resubmission Proceeding::Date of Constitution of Tribunal:,(e) Resubmission Proceeding:Composition of Tribunal:President:,(e) Resubmission Proceeding:Composition of Tribunal:Arbitrators:,(e) Resubmission Proceeding:Initial Composition of Tribunal:President:,(e) Resubmission Proceeding:Initial Composition of Tribunal:Arbitrators:,(e) Resubmission Proceeding:Initial Composition of Tribunal:Reconstituted:,(e) Resubmission Proceeding:Party Representatives:Claimant(s):,(e) Resubmission Proceeding:Party Representatives:Respondent(s):,(e) Resubmission Proceeding:Party Representatives:Language(s) of Proceeding:,(e) Resubmission Proceeding:Party Representatives:Status of Proceeding:,(e) Resubmission Proceeding:Party Representatives:Outcome of Proceeding:,(f) Interpretation Proceeding::Claimant(s)/Nationality(ies):,(f) Interpretation Proceeding::Date Registered:,(f) Interpretation Proceeding:Party Representatives:Claimant(s):,(f) Interpretation Proceeding:Party Representatives:Respondent(s):,(f) Interpretation Proceeding:Party Representatives:Status of Proceeding:,(f) Interpretation Proceeding:Party Representatives:Outcome of Proceeding:,(g) Rectification Proceeding::Claimant(s)/Nationality(ies):,(g) Rectification Proceeding::Date Registered:,(g) Rectification Proceeding:Party Representatives:Claimant(s):,(g) Rectification Proceeding:Party Representatives:Respondent(s):,(g) Rectification Proceeding:Party Representatives:Status of Proceeding:,(g) Rectification Proceeding:Party Representatives:Outcome of Proceeding:,(h) Second Annulment Proceeding::Claimant(s)/Nationality(ies):,(h) Second Annulment Proceeding::Date Registered:,(h) Second Annulment Proceeding::Date of Constitution of Tribunal:,(h) Second Annulment Proceeding:Composition of Tribunal:President:,(h) Second Annulment Proceeding:Composition of Tribunal:Arbitrators:,(h) Second Annulment Proceeding:Party Representatives:Claimant(s):,(h) Second Annulment Proceeding:Party Representatives:Respondent(s):,(h) Second Annulment Proceeding:Party Representatives:Language(s) of Proceeding:,(h) Second Annulment Proceeding:Party Representatives:Status of Proceeding:,(h) Second Annulment Proceeding:Party Representatives:Outcome of Proceeding:,(a) Original Proceeding:Party Representatives:Latest Development:
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/03/13, Hydrocarbon and electricity concessions, Electric Power & Other Energy, BIT United States of America - Argentina 1991, ICSID Convention - Arbitration Rules," BP Argentina Exploration Company  (U.S.), Pan American Energy LLC (U.S.)",, Argentine Republic (Argentine)," June 6, 2003"," February 6, 2004",  (Swiss)  - Appointed by the Chairman of the Administrative Council,  (Dutch)  - Appointed by the Claimant(s),,,," King & Spalding, Houston, TX, U.S.A.","Pérez Alati, Grondona, Benites, Arntsen & Martínez de Hoz (Jr.), Buenos Aires, Argentina"," Procurador del Tesoro de la Nación, Buenos Aires, Argentina"," English,Spanish", Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/03/14, Diamond mining concessions," Oil, Gas & Mining", BIT Zaire - United States of America 1984, ICSID Convention - Arbitration Rules," Ilunga Jean Mukendi (U.S.), John Dormer Tyson (U.S.), Miminco LLC (U.S.)",, Democratic Republic of the Congo (Congolese (D.R.))," June 9, 2003"," September 17, 2004",  (Egyptian)  - Appointed by the Chairman of the Administrative Council,  (Canadian)  - Appointed by the Claimant(s),,,," Chairman, Miminco, Newton, MA, U.S.A.","Managing Director, Miminco, Silver Spring, MD, U.S.A."," Cabinet Tshibangu & Associés, Kinshasa, Democratic Republic of Congo","Ministre de la Justice et Garde des Sceaux, Kinshasa, Democratic Republic of the Congo", French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/03/9, Insurance company, Finance, BIT United States of America - Argentina 1991, ICSID Convention - Arbitration Rules, Continental Casualty Company  (U.S.),, Argentine Republic (Argentine)," May 22, 2003"," October 6, 2003",  (Italian)  - Appointed by the Chairman of the Administrative Council, V.V. VEEDER  (British)  - Appointed by the Claimant(s),  (Italian) , Elihu LAUTERPACHT  (British) ,Michell NADER  (Mexican) ," Appleton & Associates International Lawyers, Toronto, Canada"," Procurador del Tesoro de la Nación, Buenos Aires, Argentina"," English,Spanish", Concluded," September 5, 2008 - The Tribunal renders its award.",,,,,,,,,,,, Claimant(s)," January 14, 2009 (Claimant(s))",,,," Appleton & Associates International Lawyers, Toronto, Canada"," Procuradora del Tesoro de la Naci&oacuten, Buenos Aires, Argentina"," English,Spanish", Concluded," September 16, 2011 - The ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/03/15, Hydrocarbon and electricity concessions, Electric Power & Other Energy, BIT United States of America - Argentina 1991, ICSID Convention - Arbitration Rules, El Paso Energy International Company  (U.S.),, Argentine Republic (Argentine)," June 12, 2003"," February 6, 2004",  (Swiss)  - Appointed by the Chairman of the Administrative Council,  (Italian)  - Appointed by the Claimant(s),,,," King & Spalding, Houston, TX, U.S.A.","P&eacuterez Alati, Grondona, Ben&iacutetez Arntsen & Mart&iacutenez de Hoz (Jr.), Buenos Aires, Argentina"," Procuradora del Tesoro de la Naci&oacuten, Buenos Aires, Argentina"," English,Spanish", Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/03/17, Water services concession," Water, Sanitation & Flood Protection"," BIT France - Argentina 1991, BIT Spain - Argentina 1991", ICSID Convention - Arbitration Rules," Interagua Servicios Integrales de Agua S.A. (Spanish), Sociedad General de Aguas de Barcelona S.A. (Spanish), Suez (French)",, Argentine Republic (Argentine)," July 17, 2003"," February 17, 2004",  (U.S.)  - Appointed by the Chairman of the Administrative Council,  (Swiss)  - Appointed by the Claimant(s),,,," Freshfields Bruckhaus Deringer, Paris, France, Washington, D.C., U.S.A. "," Procuradora del Tesoro de la Nación, Buenos Aires, Argentina"," English,Spanish", Concluded," December 4, 2015 - The Tribunal renders its award.",,,,,,,,,,,, Respondent(s)," September 21, 2016",,,," Freshfields Bruckhaus Deringer, Washington, D.C., U.S.A. "," Procurador del Tesoro de la Nación, Buenos Aires, Argentina"," English,Spanish", Concluded," December 14, 2018 - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/03/20, Telecommunications enterprise, Information & Communication, BIT Spain - Argentina 1991, ICSID Convention - Arbitration Rules, Telefónica S.A (Spanish),, Argentine Republic (Argentine)," July 21, 2003"," April 12, 2004",  (Italian)  - Appointed by the Chairman of the Administrative Council,  (U.S.)  - Appointed by the Claimant(s),,,," M. & M. Bomchil Abogados, Buenos Aires, Argentina"," Procurador del Tesoro de la Nación, Buenos Aires, Argentina"," English,Spanish", Concluded," September 24, 2009 - The Tribunal issues an order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/03/21, Electricity distribution enterprise, Electric Power & Other Energy, BIT Chile - Argentina 1991, ICSID Convention - Arbitration Rules," Chilectra S.A. (Chilean), Elesur S.A. (Chilean), Empresa Nacional de Electrecidad S.A. (Chilean), Enersis S.A. (Chilean)",, Argentine Republic (Argentine)," July 22, 2003"," January 21, 2004", Roberto MACLEAN  (Peruvian)  - Appointed by the Parties, Luis HERRERA MARCANO  (Venezuelan)  - Appointed by the Respondent(s),,,," Jones Day, Madrid, Spain"," Procuradora del Tesoro de la Naci&oacuten, Buenos Aires, Argentina", Spanish, Concluded," March 28, 2017 - The Secretary-General issues a procedural order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 44. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/03/19, Water services concession," Water, Sanitation & Flood Protection"," BIT France - Argentina 1991, BIT Spain - Argentina 1991", ICSID Convention - Arbitration Rules," Sociedad General de Aguas de Barcelona S.A. (Spanish), Suez (French), Vivendi Universal S.A. (French)",, Argentine Republic (Argentine)," July 17, 2003"," February 17, 2004",  (U.S.)  - Appointed by the Chairman of the Administrative Council,  (Swiss)  - Appointed by the Claimant(s),,,," Freshfields Bruckhaus Deringer, Paris, France and Washington, D.C., U.S.A."," Procuradora del Tesoro de la Nación, Buenos Aires, Argentina"," English,Spanish", Concluded," May 24, 2016 - The Argentine Republic files a memorial on annulment. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/03/23, Electricity distribution enterprise, Electric Power & Other Energy," BIT France - Argentina 1991, BIT Argentina - Belgium-Luxembourg 1990", ICSID Convention - Arbitration Rules," EDF International S.A. (French), León Participaciones Argentinas S.A.  (French), SAUR International S.A. (Luxembourg)",, Argentine Republic (Argentine)," August 12, 2003"," June 2, 2004","  (Swiss, U.S.)  - Appointed by the Chairman of the Administrative Council",  (Swiss)  - Appointed by the Claimant(s),"  (Swiss, U.S.) ",  (Swiss) ,Fernando DE TRAZEGNIES GRANDA  (Peruvian) ," Arnold & Porter, Washington, D.C., U.S.A."," Procuradora del Tesoro de la Nación, Buenos Aires, Argentina"," English,Spanish", Concluded," June 11, 2012 - The Tribunal renders its award.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/03/22, Electricity distribution enterprise, Electric Power & Other Energy, BIT France - Argentina 1991, ICSID Convention - Arbitration Rules," EDF International S.A. (French), Electricidad Argentina S.A. (Argentine)",, Argentine Republic (Argentine)," August 12, 2003"," June 2, 2004","  (Swiss, U.S.)  - Appointed by the Chairman of the Administrative Council",  (Swiss)  - Appointed by the Claimant(s),,,, Clifford Chance Europe," Procurador del Tesoro de la Nación, Buenos Aires, Argentina"," English,Spanish", Concluded," March 28, 2017 - The Secretary-General issues a procedural order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 44. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/03/24, Oil refinery," Oil, Gas & Mining"," BIT Finland - Bulgaria 1997, BIT Cyprus - Bulgaria 1987 - ECT (Energy Charter Treaty)", ICSID Convention - Arbitration Rules, Plama Consortium Limited  (Cypriot),, Republic of Bulgaria  (Bulgarian)," August 19, 2003"," February 10, 2004",  (U.S.)  - Appointed by the Secretary-General,  (Dutch)  - Appointed by the Claimant(s),,,," Denev & Oysolov Law Office, Sofia, Bulgaria","Nixon Peabody, New York, NY, U.S.A."," Head of the Judicial Protection of the Ministry of Finance, Sofia, Bulgaria","Tomov & Tomov, Sofia, Bulgaria","White & Case, New York, NY, and Washington, D.C., U.S.A.",," September 27, 2011 (Claimant(s))"," October 3, 2011",  (U.S.)  - Appointed by the Secretary-General,  (Dutch)  - Appointed by the Claimant(s),," Sole Director, Plama Consortium Limited, Versoix, Switzerland"," White & Case, Washington, D.C., U.S.A.", English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/03/27, Information storage and management project, Information & Communication, BIT United States of America - Argentina 1991, ICSID Convention - Arbitration Rules, Unisys Corporation  (U.S.),, Argentine Republic (Argentine)," October 15, 2003"," September 3, 2004",  (Spanish)  - Appointed by the Chairman of the Administrative Council,  (Italian)  - Appointed by the Claimant(s),,,," Boies, Schiller & Flexner, Washington, D.C., U.S.A."," Procurador del Tesoro de la Naci&oacuten, Buenos Aires, Argentina"," English,Spanish", Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," January 25, 2021 - The suspension of the proceeding is extended until April 30, 2021, pursuant to the parties’ agreement."
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/03/30, Water and sewer services concession agreement," Water, Sanitation & Flood Protection", BIT United States of America - Argentina 1991, ICSID Convention - Arbitration Rules, Azurix Corp.  (U.S.),, Argentine Republic (Argentine)," December 8, 2003"," March 28, 2008",  (Finnish)  - Appointed by the Chairman of the Administrative Council,  (Belgian)  - Appointed by the Claimant(s),  (Finnish) ,  (Belgian) ,Antonio A. CANÇADO TRINDADE  (Brazilian) ," King & Spalding, Houston, TX, U.S.A."," Procuradora del Tesoro de la Naci&oacuten, Buenos Aires, Argentina"," English,Spanish", Concluded," June 18, 2012 - The Tribunal issues a procedural order for the discontinuance of the proceeding for lack of payment of the required advances, pursuant to ICSID Administrative and Financial Regulation 14(3)(d). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/03/28, Power generation project, Electric Power & Other Energy, Contract, ICSID Convention - Arbitration Rules, Duke Energy International Peru Investments No. 1 Ltd.  (British),, Republic of Peru  (Peruvian)," October 24, 2003"," June 3, 2004",  (Canadian)  - Appointed by the Parties,"  (Argentine, Portuguese)  - Appointed by the Claimant(s)",,,," Crowell & Moring, Washington, D.C., U.S.A.","Fullbright & Jaworski, Houston, TX, U.S.A.","Miranda & Amado, Abogados, Lima, Peru"," Sidley Austin, Washington, D.C., U.S.A.","Stantistevan de Noriega & Asociados, Lima, Peru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/03/29, Highway construction contract, Transportation, BIT Turkey - Pakistan 1995, ICSID Convention - Arbitration Rules, Bayindir Insaat Turizm Ticaret Ve Sanayi A.S.  (Turkish),, Islamic Republic of Pakistan  (Pakistani)," December 1, 2003"," June 15, 2004",  (Swiss)  - Appointed by the Parties,  (British)  - Appointed by the Respondent(s),,,," Samdani & Qureshi, Islamabad, Pakistan","Sidley Austin, Washington, D.C., U.S.A.","Stephen M. Schwebel, Washington, D.C., U.S.A."," Attorney General for Pakistan, Islamabad, Pakistan","Eversheds, Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/04/1, Soft drink sweetener production enterprise, Other Industry, NAFTA (North American Free Trade Agreement), ICSID Additional Facility - Arbitration Rules," Corn Products International, Inc.  (U.S.)",, United Mexican States  (Mexican)," January 26, 2004"," April 28, 2004",  (British)  - Appointed by the Secretary-General, Andreas F. LOWENFELD  (U.S.)  - Appointed by the Claimant(s),  (British) , Andreas F. LOWENFELD  (U.S.) ,Manuel E. TRON  (Mexican) ," Steptoe & Johnson, Washington, D.C., U.S.A."," Dirección General de Consultoría Jurídica de Negociaciones, Secretaría de Economía, Mexico City, Mexico","James R. Crawford, London, U.K.","Pillsbury, Winthrop, Shaw and Pittman, Washington, D.C.","Thomas and Partners, Vancouver, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/04/4, Water and sewer services concession agreement," Water, Sanitation & Flood Protection", BIT France - Argentina 1991, ICSID Convention - Arbitration Rules, SAUR International  (French),, Argentine Republic (Argentine)," January 27, 2004"," September 3, 2004",  (Spanish)  - Appointed by the Chairman of the Administrative Council,  (Belgian)  - Appointed by the Claimant(s),,,," Latham & Watkins, Paris, France","Quinn Emanuel Urquhart & Sullivan, Paris, France","Shearman & Sterling, Paris, France"," Procuradora del Tesoro de la Naci&oacuten, Buenos Aires, Argentina"," French,Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/04/1, Gas production and distribution/power generation project," Oil, Gas & Mining", BIT France - Argentina 1991, ICSID Convention - Arbitration Rules, Total S.A.  (French),, Argentine Republic (Argentine)," January 22, 2004"," August 24, 2004",  (Italian)  - Appointed by the Chairman of the Administrative Council,  (Canadian)  - Appointed by the Claimant(s),,,," Abeledo Gottheil Abogados SC, Buenos Aires, Argentina","Freshfields Bruckhaus Deringer, Paris, France and New York, NY, U.S.A."," Procuradora del Tesoro de la Nación, Buenos Aires, Argentina"," English,Spanish", Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/04/6, Debt instruments, Finance," BIT Estonia - Germany 1992, BIT Estonia - Finland 1992", ICSID Convention - Arbitration Rules," OKO Osuuspankkien Keskuspankki Oyj (Finnish), OKO Pankki Oyj (Finnish), Ost-West Handelsbank AG (German), Sampo Bank Plc (Finnish), VTB BANK (Deutschland) AG (German)",, Republic of Estonia  (Estonian)," February 20, 2004"," March 8, 2004", Otto L.O. DE WITT WIJNEN  (Dutch)  - Appointed by the Parties, V.V. VEEDER  (British)  - Appointed by the Claimant(s),,,," Hannes Snellman Attorneys at Law, Helsinki, Finland"," Freshfields Bruckhaus Deringer, Amsterdam, Netherlands, and Paris, France","Law Office Aivar Pilv, Tallinn, Estonia", English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/04/5, Railway concession agreement, Transportation, Contract, ICSID Convention - Arbitration Rules, Compagnie d'Exploitation du Chemin de Fer Transgabonais (Gabonese),, Gabonese Republic  (Gabonese)," February 10, 2004"," December 10, 2004","  (French, Lebanese)  - Appointed by the Chairman of the Administrative Council",  (French)  - Appointed by the Claimant(s),,,," Reed Smith Richards Butler, Paris, France"," Cabinet Fénéon, Paris, France", French, Concluded," March 7, 2008 - The Tribunal renders its award.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/04/8, Hydrocarbon concession and electricity generation project, Electric Power & Other Energy, BIT United States of America - Argentina 1991, ICSID Convention - Arbitration Rules," BP America Production Company (U.S.), Pan American Continental S.R.L. (Argentine), Pan American Fueguina S.R.L. (Argentine), Pan American Sur S.R.L. (Argentine)",, Argentine Republic (Argentine)," February 27, 2004"," March 25, 2004",  (Swiss)  - Appointed by the Chairman of the Administrative Council,  (French)  - Appointed by the Respondent(s),,,," King & Spalding, Houston, TX, U.S.A.","Pérez Alati, Grondona, Benites, Arntsen & Martínez de Hoz (Jr.)","Richard J. Spies, Buenos Aires, Argentina"," Procurador del Tesoro de la Nación, Buenos Aires, Argentina"," English,Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
